sex,age,age_cat,race,juv_fel_count,g_decile_score,juv_misd_count,juv_other_count,c_jail_days,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score,score_text,v_decile_score,v_score_text,priors_count,start,end,event,two_year_recid
Male,36,25 - 45,Caucasian,0,7,0,0,22,0,F,1,1,7,Medium,9,High,8,0,150,1,1
Male,30,25 - 45,Caucasian,0,2,0,0,62,140,F,0,0,2,Low,2,Low,4,0,779,0,0
Male,22,Less than 25,African-American,0,9,0,0,1,208,M,1,1,9,High,9,High,3,0,33,1,1
Female,24,Less than 25,Caucasian,0,7,0,0,29,32,M,1,1,7,Medium,5,Medium,1,0,394,1,1
Male,27,25 - 45,African-American,0,2,0,0,7,46,M,1,0,2,Low,3,Low,3,0,366,1,1
Female,31,25 - 45,Hispanic,0,2,0,0,1,1,M,0,0,2,Low,2,Low,0,0,1119,0,0
Male,23,Less than 25,Hispanic,0,6,0,1,1,1,F,1,0,6,Medium,4,Low,1,0,82,1,1
Female,23,Less than 25,Caucasian,0,5,0,4,1,1,F,1,0,5,Medium,7,Medium,5,0,607,1,1
Male,24,Less than 25,Hispanic,0,8,0,0,1,3,M,0,0,8,High,7,Medium,0,0,1152,0,0
Male,29,25 - 45,African-American,0,3,0,0,1,1,M,0,0,3,Low,3,Low,1,0,731,0,0
Male,20,Less than 25,African-American,0,8,0,0,1,1,F,1,1,8,High,7,Medium,1,0,104,1,1
Male,30,25 - 45,African-American,0,6,0,0,2,1,F,1,0,6,Medium,5,Medium,2,1,55,1,1
Male,39,25 - 45,Other,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,204,0,0
Male,27,25 - 45,African-American,0,4,0,0,1,1,F,0,0,4,Low,4,Low,4,0,700,0,0
Male,31,25 - 45,Caucasian,0,4,0,0,11,1016,M,1,0,4,Low,3,Low,2,0,812,1,0
Female,37,25 - 45,African-American,0,1,0,0,1,0,F,0,0,1,Low,1,Low,2,1,294,0,0
Male,20,Less than 25,African-American,0,8,0,0,3,1,F,0,0,8,High,6,Medium,0,2,772,0,0
Male,22,Less than 25,Hispanic,0,7,0,1,2,0,F,0,0,7,Medium,6,Medium,0,2,66,0,0
Female,52,Greater than 45,African-American,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,973,0,0
Female,23,Less than 25,African-American,0,4,0,0,4,1,F,1,0,4,Low,4,Low,0,3,468,1,1
Female,48,Greater than 45,African-American,0,2,0,0,2,1,F,0,0,2,Low,3,Low,0,1,870,0,0
Male,66,Greater than 45,African-American,0,6,0,0,0,562,F,1,0,6,Medium,1,Low,8,0,571,1,1
Male,25,25 - 45,Caucasian,0,5,0,0,0,1,F,0,0,5,Medium,4,Low,0,0,355,0,0
Male,27,25 - 45,Caucasian,0,6,0,0,2,1,F,1,1,6,Medium,7,Medium,0,1,220,1,1
Male,30,25 - 45,African-American,0,7,0,0,1,0,F,1,0,7,Medium,6,Medium,11,1,197,1,1
Male,22,Less than 25,African-American,0,10,1,1,1,1,M,1,0,10,High,7,Medium,3,0,4,1,1
Female,22,Less than 25,Caucasian,0,3,0,0,1,1,F,0,0,3,Low,4,Low,1,0,822,0,0
Male,35,25 - 45,African-American,0,10,0,0,0,1,F,0,0,10,High,8,High,2,0,798,0,0
Male,32,25 - 45,Caucasian,0,4,0,0,40,232,F,0,0,4,Low,4,Low,2,0,938,0,0
Female,41,25 - 45,African-American,0,3,0,0,1,1,M,0,0,3,Low,1,Low,2,0,970,0,0
Female,25,25 - 45,Other,0,2,0,0,1,1,F,0,0,2,Low,3,Low,0,0,793,0,0
Male,44,25 - 45,African-American,0,7,0,0,118,31,M,0,0,7,Medium,3,Low,24,0,53,0,0
Male,52,Greater than 45,African-American,0,6,0,0,25,1,F,1,0,6,Medium,2,Low,3,25,43,1,1
Male,43,25 - 45,African-American,0,1,0,0,41,1,F,0,0,1,Low,1,Low,0,40,1092,0,0
Male,37,25 - 45,Caucasian,0,1,0,0,3,4,F,0,0,1,Low,1,Low,3,0,758,0,0
Male,28,25 - 45,African-American,0,4,0,0,3,100,M,1,1,4,Low,3,Low,3,0,299,1,1
Male,70,Greater than 45,Caucasian,0,1,0,0,13,13,M,0,0,1,Low,1,Low,1,0,1079,0,0
Male,54,Greater than 45,Caucasian,0,2,0,0,1,322,F,1,0,2,Low,1,Low,6,0,414,1,1
Male,46,Greater than 45,Caucasian,0,4,0,0,14,1,F,0,0,4,Low,2,Low,3,13,1066,0,0
Male,21,Less than 25,African-American,0,9,0,0,1,1,M,1,0,9,High,7,Medium,0,0,278,1,1
Male,26,25 - 45,African-American,0,8,0,0,2,1,M,1,1,8,High,6,Medium,1,1,415,1,1
Male,38,25 - 45,Hispanic,0,1,0,0,2,82,F,1,0,1,Low,1,Low,3,0,23,1,1
Male,34,25 - 45,Caucasian,0,4,0,0,1,1,M,0,0,4,Low,4,Low,5,0,802,0,0
Male,19,Less than 25,African-American,0,5,0,0,48,48,F,1,0,5,Medium,7,Medium,1,0,472,1,1
Male,34,25 - 45,African-American,0,4,0,0,1,1,M,0,0,4,Low,4,Low,5,0,849,0,0
Male,23,Less than 25,Caucasian,0,5,0,0,1,1,F,1,0,5,Medium,5,Medium,0,1,373,1,1
Male,34,25 - 45,African-American,0,4,0,0,3,1,F,1,0,4,Low,2,Low,5,2,171,1,1
Male,30,25 - 45,African-American,0,1,0,0,83,83,F,0,0,1,Low,2,Low,2,0,889,0,0
Male,39,25 - 45,African-American,0,3,0,0,3,1,F,1,0,3,Low,1,Low,6,2,48,1,1
Male,24,Less than 25,Other,0,3,0,0,1,1,F,0,0,3,Low,5,Medium,0,0,1088,0,0
Male,33,25 - 45,Caucasian,0,3,0,0,0,93,M,1,1,3,Low,2,Low,1,0,412,1,1
Male,58,Greater than 45,Caucasian,0,3,0,0,2,1,F,0,0,3,Low,1,Low,2,1,1133,0,0
Female,21,Less than 25,African-American,0,6,0,0,1,0,M,0,0,6,Medium,7,Medium,0,1,1186,0,0
Male,21,Less than 25,African-American,0,5,0,0,36,36,F,1,0,5,Medium,7,Medium,1,0,955,1,0
Male,23,Less than 25,African-American,0,8,0,1,11,11,M,1,0,8,High,5,Medium,4,0,246,1,1
Male,62,Greater than 45,Caucasian,0,1,0,0,2,0,F,0,0,1,Low,1,Low,0,2,444,0,0
Male,27,25 - 45,African-American,1,8,0,1,1,707,M,1,0,8,High,10,High,4,0,300,1,1
Male,37,25 - 45,Caucasian,0,3,0,0,11,1,F,0,0,3,Low,1,Low,5,10,851,0,0
Male,43,25 - 45,Other,0,2,0,0,8,1,F,1,0,2,Low,1,Low,2,7,614,1,1
Female,32,25 - 45,African-American,0,1,0,0,0,2,F,0,0,1,Low,1,Low,5,0,852,0,0
Male,23,Less than 25,Hispanic,0,3,0,0,46,1,F,0,0,3,Low,5,Medium,0,45,463,0,0
Male,27,25 - 45,African-American,0,1,0,0,1,1,M,0,0,1,Low,2,Low,0,1,1089,0,0
Male,44,25 - 45,Caucasian,0,1,0,0,1,1,M,1,0,1,Low,1,Low,0,0,570,1,1
Male,28,25 - 45,Caucasian,0,3,0,0,1,1,M,1,0,3,Low,3,Low,3,0,412,1,1
Female,42,25 - 45,Caucasian,0,2,0,0,1,3,F,0,0,2,Low,1,Low,0,0,57,0,0
Male,24,Less than 25,Other,0,10,1,0,5,1,F,1,1,10,High,10,High,9,4,80,1,1
Male,27,25 - 45,African-American,0,2,0,0,17,0,F,0,0,2,Low,3,Low,0,17,808,0,0
Male,20,Less than 25,African-American,0,10,0,0,1,1,F,1,0,10,High,9,High,0,0,30,1,1
Female,51,Greater than 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,1,741,0,0
Male,56,Greater than 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,1,842,0,0
Male,29,25 - 45,African-American,0,9,0,0,1,1,F,0,0,9,High,6,Medium,7,0,1072,0,0
Male,20,Less than 25,African-American,0,9,0,0,210,1,F,1,0,9,High,8,High,0,209,258,1,1
Male,53,Greater than 45,Caucasian,0,1,0,0,174,176,F,0,0,1,Low,1,Low,6,0,911,0,0
Male,27,25 - 45,Caucasian,0,5,0,0,68,1,F,0,0,5,Medium,3,Low,8,67,370,0,0
Male,24,Less than 25,African-American,0,9,1,0,19,1,F,1,1,9,High,9,High,2,18,69,1,1
Male,53,Greater than 45,Caucasian,0,6,0,0,33,7,F,1,0,6,Medium,9,High,36,26,148,0,1
Male,28,25 - 45,Caucasian,0,3,0,0,1,1,M,1,1,3,Low,4,Low,2,1,107,1,1
Male,45,Greater than 45,African-American,0,1,0,0,0,1,F,0,0,1,Low,1,Low,1,0,1115,0,0
Male,21,Less than 25,Hispanic,0,5,1,0,22,22,F,1,0,5,Medium,6,Medium,3,0,501,0,0
Female,36,25 - 45,African-American,0,7,0,0,12,1,F,0,0,7,Medium,5,Medium,0,11,1061,0,0
Female,25,25 - 45,Caucasian,0,4,0,0,1,2,M,1,0,4,Low,4,Low,2,0,54,0,1
Female,23,Less than 25,Hispanic,0,3,0,0,0,1,M,1,0,3,Low,4,Low,1,0,824,1,0
Male,28,25 - 45,Caucasian,0,5,0,0,1,4,F,0,0,5,Medium,3,Low,1,0,135,0,0
Female,21,Less than 25,African-American,0,8,0,0,1,1,F,1,0,8,High,7,Medium,0,0,271,0,1
Male,36,25 - 45,Caucasian,0,3,0,0,1,1,M,0,0,3,Low,3,Low,0,0,830,0,0
Male,24,Less than 25,African-American,0,3,0,0,1,1,F,0,0,3,Low,4,Low,0,0,750,0,0
Male,28,25 - 45,African-American,0,6,0,0,32,862,F,1,0,6,Medium,4,Low,3,0,206,1,1
Male,30,25 - 45,Other,0,2,0,0,1,1,F,1,0,2,Low,2,Low,1,0,138,1,1
Male,29,25 - 45,African-American,0,1,0,0,1,1,F,0,0,1,Low,2,Low,0,0,761,0,0
Female,30,25 - 45,Caucasian,0,6,0,0,4,1,M,0,0,6,Medium,2,Low,0,4,1106,0,0
Male,51,Greater than 45,Hispanic,0,1,0,0,1,2,M,0,0,1,Low,1,Low,1,0,826,0,0
Male,33,25 - 45,Other,0,1,0,0,3,94,F,0,0,1,Low,1,Low,3,0,848,0,0
Female,25,25 - 45,African-American,0,6,0,0,2,86,F,0,0,6,Medium,5,Medium,2,0,538,0,0
Male,32,25 - 45,African-American,0,9,1,0,2,1,F,1,1,9,High,7,Medium,12,1,361,1,1
Male,23,Less than 25,African-American,0,6,0,1,1,1,F,0,0,6,Medium,5,Medium,1,1,791,0,0
Male,47,Greater than 45,African-American,0,3,0,0,0,0,F,0,0,3,Low,2,Low,3,0,96,0,0
Female,32,25 - 45,Hispanic,0,3,0,0,2,80,F,1,0,3,Low,3,Low,1,0,302,1,1
Male,37,25 - 45,Caucasian,0,1,0,0,19,0,F,0,0,1,Low,1,Low,0,18,412,0,0
Male,19,Less than 25,African-American,0,10,2,0,1,1,F,1,0,10,High,9,High,2,0,83,0,1
Male,27,25 - 45,Hispanic,0,8,0,0,2,1,M,0,0,8,High,6,Medium,0,1,790,0,0
Male,39,25 - 45,Other,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,856,0,0
Female,21,Less than 25,Caucasian,0,6,0,2,0,0,F,0,0,6,Medium,8,High,0,0,1135,0,0
Male,69,Greater than 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,1156,0,0
Male,21,Less than 25,Caucasian,0,6,0,0,2,1,F,0,0,6,Medium,6,Medium,2,1,577,0,0
Male,26,25 - 45,African-American,0,10,0,1,4,0,M,1,0,10,High,10,High,6,4,221,1,1
Male,22,Less than 25,Caucasian,0,4,0,0,0,3,F,0,0,4,Low,5,Medium,0,0,844,0,0
Female,23,Less than 25,African-American,0,5,0,0,1,1,F,1,0,5,Medium,5,Medium,0,0,384,1,1
Male,49,Greater than 45,African-American,0,5,0,0,4,1,F,0,0,5,Medium,4,Low,3,4,689,0,0
Male,29,25 - 45,African-American,0,4,0,1,51,1,M,1,0,4,Low,3,Low,2,50,786,1,0
Female,60,Greater than 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,900,0,0
Female,26,25 - 45,African-American,0,10,0,0,0,,M,0,0,10,High,10,High,0,0,53,0,0
Male,23,Less than 25,African-American,2,10,0,0,0,1,F,1,0,10,High,10,High,3,0,235,1,1
Male,34,25 - 45,Hispanic,0,5,0,0,208,271,M,1,1,5,Medium,2,Low,2,0,47,1,1
Female,20,Less than 25,Other,1,4,0,0,3,21,F,0,0,4,Low,7,Medium,1,0,596,0,0
Male,36,25 - 45,Hispanic,0,3,0,0,95,1,F,0,0,3,Low,2,Low,1,95,160,0,0
Male,30,25 - 45,Caucasian,0,4,0,0,2,1,F,0,0,4,Low,3,Low,0,2,1063,0,0
Male,21,Less than 25,African-American,0,3,1,0,0,2,F,1,0,3,Low,6,Medium,1,0,947,1,0
Male,22,Less than 25,Caucasian,0,6,0,0,1,1,M,1,0,6,Medium,5,Medium,2,0,158,0,1
Male,57,Greater than 45,African-American,0,8,0,0,0,1834,F,0,0,8,High,7,Medium,18,0,1059,0,0
Male,21,Less than 25,African-American,0,9,0,0,220,0,F,1,0,9,High,6,Medium,4,219,273,1,1
Male,21,Less than 25,African-American,0,5,0,0,12,1,F,1,0,5,Medium,6,Medium,0,11,119,0,1
Male,34,25 - 45,Caucasian,0,1,0,0,0,0,M,0,0,1,Low,1,Low,1,0,787,0,0
Female,50,Greater than 45,Caucasian,0,1,0,0,1,1,M,1,0,1,Low,1,Low,1,0,85,1,1
Male,40,25 - 45,Caucasian,0,7,0,0,8,1,F,1,0,7,Medium,9,High,0,7,32,1,1
Male,25,25 - 45,African-American,0,8,0,0,127,1,F,1,0,8,High,7,Medium,7,126,239,1,1
Female,53,Greater than 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,1,Low,1,0,831,0,0
Female,24,Less than 25,African-American,0,4,0,0,1,1,F,0,0,4,Low,4,Low,0,0,839,0,0
Male,42,25 - 45,African-American,0,1,0,0,4,13,F,0,0,1,Low,1,Low,1,0,1024,0,0
Male,28,25 - 45,African-American,0,3,0,0,2,1,M,0,0,3,Low,3,Low,1,1,1094,0,0
Male,24,Less than 25,Caucasian,0,4,0,0,36,37,M,0,0,4,Low,4,Low,1,0,763,0,0
Male,26,25 - 45,African-American,1,8,1,0,1,1,F,1,0,8,High,3,Low,6,0,202,1,1
Male,22,Less than 25,African-American,0,9,0,0,260,1,F,1,1,9,High,9,High,4,574,714,1,1
Male,21,Less than 25,Caucasian,0,7,0,0,6,8,M,0,0,7,Medium,8,High,3,0,963,0,0
Male,37,25 - 45,African-American,0,9,0,0,17,1,F,1,0,9,High,4,Low,23,16,23,1,1
Male,35,25 - 45,African-American,0,5,0,0,5,1,F,0,0,5,Medium,5,Medium,2,4,1051,0,0
Male,53,Greater than 45,African-American,0,1,0,0,1,1,F,0,0,1,Low,1,Low,2,0,968,0,0
Male,60,Greater than 45,African-American,0,1,0,0,0,1183,F,0,0,1,Low,1,Low,1,0,780,0,0
Male,29,25 - 45,African-American,0,4,0,0,1,1,F,1,0,4,Low,3,Low,7,0,773,0,0
Male,48,Greater than 45,Caucasian,1,8,0,0,361,1,F,1,1,8,High,5,Medium,23,640,687,1,1
Female,52,Greater than 45,Caucasian,0,1,0,0,0,1,M,0,0,1,Low,1,Low,0,0,1103,0,0
Male,27,25 - 45,African-American,0,8,0,0,32,1,F,1,0,8,High,5,Medium,12,31,341,1,1
Male,28,25 - 45,African-American,0,9,0,0,51,0,F,1,0,9,High,6,Medium,5,51,951,1,0
Male,33,25 - 45,Caucasian,0,3,0,0,0,1,M,0,0,3,Low,1,Low,3,0,831,0,0
Female,28,25 - 45,Hispanic,0,2,0,0,2,1,F,0,0,2,Low,2,Low,0,1,1092,0,0
Male,47,Greater than 45,Caucasian,0,10,0,0,291,312,F,1,0,10,High,6,Medium,5,0,363,1,1
Male,36,25 - 45,African-American,0,7,0,0,1,1,F,1,0,7,Medium,3,Low,14,0,19,1,1
Male,29,25 - 45,African-American,1,5,0,0,2,1,F,0,0,5,Medium,5,Medium,2,1,1092,0,0
Male,22,Less than 25,African-American,0,9,0,1,21,0,M,1,0,9,High,7,Medium,0,21,363,0,1
Male,26,25 - 45,African-American,0,7,0,2,0,35,F,0,0,7,Medium,7,Medium,6,0,272,0,0
Male,25,25 - 45,Caucasian,0,2,0,0,0,1,F,0,0,2,Low,3,Low,0,0,1101,0,0
Male,68,Greater than 45,Caucasian,0,1,0,0,1,150,F,0,0,1,Low,1,Low,2,0,906,0,0
Male,56,Greater than 45,African-American,0,3,0,0,12,1,F,0,0,3,Low,3,Low,5,11,158,0,0
Male,27,25 - 45,African-American,0,8,0,0,52,1,F,1,1,8,High,8,High,9,51,55,0,1
Male,52,Greater than 45,Caucasian,0,1,0,0,7,1,F,1,0,1,Low,1,Low,4,6,233,1,1
Male,32,25 - 45,African-American,0,2,0,0,1,1,F,0,0,2,Low,2,Low,3,1,494,0,0
Male,60,Greater than 45,Other,0,1,0,0,1,1,F,0,0,1,Low,1,Low,4,0,408,0,0
Male,23,Less than 25,Hispanic,0,3,0,0,5,5,M,0,0,3,Low,4,Low,1,0,1068,0,0
Female,39,25 - 45,Caucasian,0,6,0,0,1,2,M,0,0,6,Medium,2,Low,0,0,1016,0,0
Male,56,Greater than 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,895,0,0
Female,22,Less than 25,African-American,0,7,0,0,0,1,F,0,0,7,Medium,8,High,0,0,951,0,0
Female,27,25 - 45,African-American,0,2,0,0,1,31,F,1,0,2,Low,2,Low,1,0,511,1,1
Male,53,Greater than 45,African-American,0,6,0,0,110,1,F,0,0,6,Medium,3,Low,11,109,1078,0,0
Male,25,25 - 45,Caucasian,0,2,0,0,0,0,M,1,0,2,Low,3,Low,0,0,152,1,1
Male,21,Less than 25,Hispanic,0,3,0,0,0,0,M,0,0,3,Low,6,Medium,0,0,886,0,0
Male,22,Less than 25,Caucasian,0,3,0,0,2,1,F,0,0,3,Low,5,Medium,0,1,782,0,0
Female,58,Greater than 45,Caucasian,0,1,0,0,1,23,M,0,0,1,Low,1,Low,2,0,183,0,0
Male,31,25 - 45,African-American,0,3,0,0,1,1,M,1,0,3,Low,2,Low,7,1,225,1,1
Male,22,Less than 25,Caucasian,0,5,0,0,1,1,F,1,0,5,Medium,5,Medium,1,0,129,1,1
Male,28,25 - 45,African-American,0,6,0,0,3,1,F,1,0,6,Medium,6,Medium,8,2,6,1,1
Male,42,25 - 45,Other,0,1,0,0,2,1,F,0,0,1,Low,1,Low,1,1,929,0,0
Male,20,Less than 25,African-American,0,7,0,0,1,0,F,1,0,7,Medium,8,High,0,1,55,1,1
Male,29,25 - 45,Caucasian,0,6,0,0,5,0,M,1,1,6,Medium,4,Low,0,5,391,1,1
Male,29,25 - 45,African-American,0,10,0,0,88,614,F,0,0,10,High,9,High,8,0,178,0,0
Male,58,Greater than 45,African-American,0,7,0,0,59,2,M,1,0,7,Medium,4,Low,21,58,76,1,1
Male,22,Less than 25,African-American,0,7,0,0,106,1,F,0,0,7,Medium,6,Medium,3,105,420,0,0
Male,48,Greater than 45,Hispanic,0,1,0,0,1,0,M,1,0,1,Low,1,Low,1,1,135,1,1
Male,37,25 - 45,Caucasian,0,4,0,0,0,0,F,0,0,4,Low,3,Low,0,0,1169,0,0
Male,57,Greater than 45,African-American,0,5,0,0,26,1,F,1,0,5,Medium,6,Medium,1,25,59,1,1
Male,27,25 - 45,Caucasian,0,1,0,0,0,22,M,0,0,1,Low,1,Low,3,0,956,0,0
Male,26,25 - 45,African-American,0,4,0,0,33,0,F,0,0,4,Low,3,Low,3,33,88,0,0
Male,24,Less than 25,Caucasian,0,8,1,1,0,0,F,1,0,8,High,5,Medium,3,0,245,0,1
Male,33,25 - 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,2,Low,0,0,844,0,0
Male,29,25 - 45,African-American,0,6,0,0,1,1,F,0,0,6,Medium,3,Low,2,0,1180,0,0
Female,24,Less than 25,African-American,0,10,0,0,1,1,F,1,0,10,High,9,High,3,0,54,1,1
Male,19,Less than 25,Caucasian,0,10,0,1,32,1,F,1,0,10,High,8,High,1,31,111,0,1
Male,36,25 - 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,1,Low,2,0,899,0,0
Female,24,Less than 25,Caucasian,0,5,0,0,0,1,F,0,0,5,Medium,5,Medium,0,0,1071,0,0
Male,34,25 - 45,Caucasian,0,1,0,0,0,0,M,0,0,1,Low,1,Low,0,0,1054,0,0
Male,25,25 - 45,Hispanic,0,5,0,0,1,1,F,1,1,5,Medium,3,Low,2,0,87,1,1
Male,20,Less than 25,African-American,1,10,0,1,1,1,F,1,0,10,High,8,High,1,0,239,1,1
Male,28,25 - 45,Hispanic,0,5,0,0,1,263,M,1,1,5,Medium,3,Low,2,0,445,1,1
Male,24,Less than 25,African-American,0,2,0,0,2,1,M,1,1,2,Low,4,Low,1,1,267,1,1
Male,61,Greater than 45,Caucasian,0,1,0,0,2,1,F,0,0,1,Low,1,Low,4,1,1165,0,0
Female,50,Greater than 45,African-American,0,2,0,0,0,1,F,0,0,2,Low,1,Low,3,0,758,0,0
Male,30,25 - 45,African-American,0,1,0,0,4,1,M,0,0,1,Low,2,Low,1,4,1109,0,0
Male,38,25 - 45,African-American,0,3,0,0,1,1,F,0,0,3,Low,2,Low,5,0,853,0,0
Male,24,Less than 25,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,2,Low,0,0,840,0,0
Male,45,Greater than 45,African-American,0,2,0,0,65,77,F,0,0,2,Low,1,Low,16,0,912,0,0
Female,46,Greater than 45,African-American,0,10,0,0,10,1,F,1,0,10,High,8,High,2,9,141,1,1
Male,41,25 - 45,Caucasian,0,1,0,0,4,1,M,1,0,1,Low,1,Low,0,3,142,1,1
Male,20,Less than 25,Other,0,8,0,1,22,1,F,1,1,8,High,6,Medium,0,21,141,1,1
Male,27,25 - 45,African-American,0,8,0,0,1,1,M,1,1,8,High,9,High,13,0,719,1,1
Female,51,Greater than 45,African-American,0,8,0,0,66,122,F,0,0,8,High,1,Low,16,0,968,0,0
Male,26,25 - 45,African-American,0,6,0,0,13,1,M,1,0,6,Medium,3,Low,1,0,2,1,1
Male,29,25 - 45,African-American,0,5,0,0,1,0,F,1,0,5,Medium,3,Low,3,1,118,1,1
Male,52,Greater than 45,Caucasian,0,5,0,0,2,1,F,1,0,5,Medium,3,Low,6,1,162,1,1
Male,28,25 - 45,Caucasian,0,4,0,0,4,1,F,1,1,4,Low,3,Low,1,4,157,1,1
Female,34,25 - 45,Native American,0,7,0,0,97,152,F,1,0,7,Medium,3,Low,4,0,184,1,1
Male,55,Greater than 45,African-American,0,3,0,0,119,1,F,1,0,3,Low,1,Low,5,0,7,1,1
Male,26,25 - 45,African-American,1,9,1,0,1,1,F,1,1,9,High,6,Medium,10,0,462,0,1
Male,28,25 - 45,African-American,0,10,0,0,1,1,F,0,0,10,High,10,High,5,0,933,0,0
Male,63,Greater than 45,Caucasian,0,1,0,0,3,3,F,0,0,1,Low,1,Low,2,0,195,0,0
Male,42,25 - 45,African-American,0,1,0,0,1,0,F,0,0,1,Low,1,Low,0,1,1080,0,0
Male,23,Less than 25,African-American,1,6,2,2,1,1,F,1,1,6,Medium,6,Medium,6,0,166,0,0
Male,54,Greater than 45,African-American,0,9,0,0,6,1,F,1,0,9,High,5,Medium,28,5,55,1,1
Male,35,25 - 45,African-American,0,7,0,1,10,1,F,1,0,7,Medium,4,Low,8,9,14,1,1
Female,24,Less than 25,African-American,1,9,0,0,26,1,F,1,0,9,High,9,High,6,25,145,0,1
Male,54,Greater than 45,African-American,0,1,0,0,1,26,M,0,0,1,Low,1,Low,2,0,806,0,0
Male,58,Greater than 45,African-American,0,6,0,0,4,1,M,1,0,6,Medium,3,Low,12,3,49,1,1
Male,23,Less than 25,Caucasian,0,5,0,1,0,1,M,1,0,5,Medium,5,Medium,1,0,149,1,1
Male,35,25 - 45,African-American,0,2,0,0,1,1,M,0,0,2,Low,2,Low,1,0,753,0,0
Male,20,Less than 25,African-American,0,10,0,0,2,0,F,1,1,10,High,10,High,1,2,80,0,1
Male,51,Greater than 45,Caucasian,0,1,0,0,35,0,F,0,0,1,Low,1,Low,0,35,1152,0,0
Male,24,Less than 25,Hispanic,0,10,0,0,1,1,F,0,0,10,High,7,Medium,0,1,1070,0,0
Male,37,25 - 45,Caucasian,0,2,0,0,7,14,F,0,0,2,Low,1,Low,3,0,1037,0,0
Male,47,Greater than 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,3,0,765,0,0
Male,34,25 - 45,Caucasian,0,6,0,0,1,1,F,1,0,6,Medium,2,Low,4,0,42,1,1
Male,56,Greater than 45,Caucasian,0,1,0,0,1,2,F,0,0,1,Low,1,Low,0,0,941,0,0
Male,34,25 - 45,Hispanic,0,1,0,0,32,1,F,1,0,1,Low,1,Low,4,31,164,1,1
Male,59,Greater than 45,Caucasian,0,1,0,0,0,3,F,1,0,1,Low,1,Low,1,0,28,1,1
Male,35,25 - 45,Asian,0,6,0,0,101,1,F,0,0,6,Medium,4,Low,0,100,1051,0,0
Male,58,Greater than 45,Hispanic,0,1,0,0,10,11,F,0,0,1,Low,1,Low,1,0,1149,0,0
Male,29,25 - 45,Hispanic,0,4,0,0,1,26,M,0,0,4,Low,2,Low,2,0,1150,0,0
Female,24,Less than 25,Caucasian,0,9,0,1,3,1,F,1,1,9,High,4,Low,6,3,654,1,1
Male,21,Less than 25,Caucasian,0,9,0,4,9,1,M,1,1,9,High,9,High,2,8,37,1,1
Male,26,25 - 45,African-American,0,9,0,0,0,16,M,0,0,9,High,6,Medium,2,0,1087,0,0
Male,50,Greater than 45,Asian,0,7,0,0,11,0,F,1,0,7,Medium,5,Medium,5,11,70,1,1
Male,26,25 - 45,African-American,0,2,0,0,1,1,F,0,0,2,Low,3,Low,1,0,1143,0,0
Female,30,25 - 45,Caucasian,0,2,0,0,1,1,M,0,0,2,Low,2,Low,0,0,938,0,0
Male,29,25 - 45,Caucasian,0,9,0,0,18,43,F,1,0,9,High,8,High,6,0,148,1,1
Male,29,25 - 45,Caucasian,0,4,0,0,1,1,M,1,1,4,Low,4,Low,0,1,66,1,1
Male,54,Greater than 45,African-American,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,1138,0,0
Male,29,25 - 45,African-American,0,4,0,0,8,1,F,1,1,4,Low,4,Low,4,7,50,1,1
Female,59,Greater than 45,Caucasian,0,1,0,0,1,2,M,0,0,1,Low,1,Low,0,0,903,0,0
Male,38,25 - 45,African-American,0,5,0,0,1,1,F,0,0,5,Medium,1,Low,0,1,1101,0,0
Female,22,Less than 25,Hispanic,0,5,0,0,19,100,F,1,0,5,Medium,4,Low,2,0,49,0,1
Male,29,25 - 45,African-American,0,7,0,0,26,53,F,1,1,7,Medium,6,Medium,4,0,133,1,1
Male,27,25 - 45,Caucasian,0,3,0,0,1,1,M,1,0,3,Low,3,Low,1,0,356,1,1
Male,26,25 - 45,Hispanic,0,5,0,0,1,1,F,1,0,5,Medium,5,Medium,7,0,144,1,1
Male,52,Greater than 45,Hispanic,0,3,0,0,28,1,F,0,0,3,Low,1,Low,20,27,104,0,0
Male,66,Greater than 45,African-American,0,6,0,0,14,1,F,1,0,6,Medium,2,Low,33,14,383,1,1
Male,27,25 - 45,Caucasian,0,5,0,0,0,1,F,0,0,5,Medium,4,Low,2,0,1119,0,0
Male,51,Greater than 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,1,Low,1,0,508,0,0
Male,35,25 - 45,Caucasian,0,2,0,0,74,0,F,0,0,2,Low,3,Low,1,74,911,0,0
